PING 10.10.0.10 (10.10.0.10) 56(84) bytes of data.
64 bytes from 10.10.0.10: icmp_seq=7 ttl=56 time=15.8 ms
64 bytes from 10.10.0.10: icmp_seq=8 ttl=56 time=6.35 ms
64 bytes from 10.10.0.10: icmp_seq=9 ttl=56 time=5.39 ms
64 bytes from 10.10.0.10: icmp_seq=10 ttl=56 time=11.2 ms
64 bytes from 10.10.0.10: icmp_seq=11 ttl=56 time=6.47 ms
64 bytes from 10.10.0.10: icmp_seq=12 ttl=56 time=4.57 ms
64 bytes from 10.10.0.10: icmp_seq=13 ttl=56 time=7.41 ms
64 bytes from 10.10.0.10: icmp_seq=14 ttl=56 time=7.44 ms
64 bytes from 10.10.0.10: icmp_seq=15 ttl=56 time=15.2 ms
64 bytes from 10.10.0.10: icmp_seq=16 ttl=56 time=6.68 ms
64 bytes from 10.10.0.10: icmp_seq=17 ttl=56 time=7.23 ms
64 bytes from 10.10.0.10: icmp_seq=18 ttl=56 time=9.04 ms
64 bytes from 10.10.0.10: icmp_seq=19 ttl=56 time=13.1 ms
64 bytes from 10.10.0.10: icmp_seq=20 ttl=56 time=6.76 ms
64 bytes from 10.10.0.10: icmp_seq=21 ttl=56 time=9.67 ms
64 bytes from 10.10.0.10: icmp_seq=22 ttl=56 time=5.54 ms
64 bytes from 10.10.0.10: icmp_seq=23 ttl=56 time=6.33 ms
64 bytes from 10.10.0.10: icmp_seq=24 ttl=56 time=17.2 ms
64 bytes from 10.10.0.10: icmp_seq=25 ttl=56 time=7.62 ms
64 bytes from 10.10.0.10: icmp_seq=26 ttl=56 time=7.72 ms
64 bytes from 10.10.0.10: icmp_seq=27 ttl=56 time=9.53 ms
64 bytes from 10.10.0.10: icmp_seq=28 ttl=56 time=8.87 ms
64 bytes from 10.10.0.10: icmp_seq=29 ttl=56 time=5.71 ms
64 bytes from 10.10.0.10: icmp_seq=30 ttl=56 time=8.30 ms
64 bytes from 10.10.0.10: icmp_seq=31 ttl=56 time=7.98 ms
64 bytes from 10.10.0.10: icmp_seq=32 ttl=56 time=8.11 ms
64 bytes from 10.10.0.10: icmp_seq=33 ttl=56 time=15.3 ms
64 bytes from 10.10.0.10: icmp_seq=34 ttl=56 time=6.31 ms
64 bytes from 10.10.0.10: icmp_seq=35 ttl=56 time=4.84 ms
64 bytes from 10.10.0.10: icmp_seq=36 ttl=56 time=7.97 ms
64 bytes from 10.10.0.10: icmp_seq=37 ttl=56 time=9.17 ms
64 bytes from 10.10.0.10: icmp_seq=38 ttl=56 time=6.68 ms
64 bytes from 10.10.0.10: icmp_seq=39 ttl=56 time=5.31 ms
64 bytes from 10.10.0.10: icmp_seq=40 ttl=56 time=5.35 ms
64 bytes from 10.10.0.10: icmp_seq=41 ttl=56 time=7.98 ms
64 bytes from 10.10.0.10: icmp_seq=42 ttl=56 time=15.4 ms
64 bytes from 10.10.0.10: icmp_seq=43 ttl=56 time=7.57 ms
64 bytes from 10.10.0.10: icmp_seq=44 ttl=56 time=7.50 ms
64 bytes from 10.10.0.10: icmp_seq=45 ttl=56 time=5.68 ms
64 bytes from 10.10.0.10: icmp_seq=46 ttl=56 time=9.68 ms
64 bytes from 10.10.0.10: icmp_seq=47 ttl=56 time=7.28 ms
64 bytes from 10.10.0.10: icmp_seq=48 ttl=56 time=7.48 ms
64 bytes from 10.10.0.10: icmp_seq=49 ttl=56 time=8.58 ms
64 bytes from 10.10.0.10: icmp_seq=50 ttl=56 time=5.89 ms
64 bytes from 10.10.0.10: icmp_seq=51 ttl=56 time=8.19 ms
64 bytes from 10.10.0.10: icmp_seq=52 ttl=56 time=8.01 ms
64 bytes from 10.10.0.10: icmp_seq=53 ttl=56 time=7.75 ms
64 bytes from 10.10.0.10: icmp_seq=54 ttl=56 time=7.50 ms
