PING 10.10.0.10 (10.10.0.10) 56(84) bytes of data.
64 bytes from 10.10.0.10: icmp_seq=1 ttl=64 time=4.27 ms
64 bytes from 10.10.0.10: icmp_seq=2 ttl=64 time=1.61 ms
64 bytes from 10.10.0.10: icmp_seq=3 ttl=64 time=0.436 ms
64 bytes from 10.10.0.10: icmp_seq=4 ttl=64 time=0.550 ms
64 bytes from 10.10.0.10: icmp_seq=5 ttl=64 time=0.593 ms
64 bytes from 10.10.0.10: icmp_seq=6 ttl=64 time=0.842 ms
64 bytes from 10.10.0.10: icmp_seq=7 ttl=64 time=0.732 ms
64 bytes from 10.10.0.10: icmp_seq=8 ttl=64 time=1.19 ms
64 bytes from 10.10.0.10: icmp_seq=9 ttl=64 time=0.685 ms
64 bytes from 10.10.0.10: icmp_seq=10 ttl=64 time=1.13 ms
64 bytes from 10.10.0.10: icmp_seq=11 ttl=64 time=0.635 ms
64 bytes from 10.10.0.10: icmp_seq=12 ttl=64 time=2.27 ms
64 bytes from 10.10.0.10: icmp_seq=13 ttl=64 time=0.361 ms
64 bytes from 10.10.0.10: icmp_seq=14 ttl=64 time=0.839 ms
64 bytes from 10.10.0.10: icmp_seq=15 ttl=64 time=0.909 ms
64 bytes from 10.10.0.10: icmp_seq=16 ttl=64 time=0.430 ms
64 bytes from 10.10.0.10: icmp_seq=17 ttl=64 time=0.836 ms
64 bytes from 10.10.0.10: icmp_seq=18 ttl=64 time=0.383 ms
64 bytes from 10.10.0.10: icmp_seq=19 ttl=64 time=0.725 ms
64 bytes from 10.10.0.10: icmp_seq=20 ttl=64 time=0.659 ms
64 bytes from 10.10.0.10: icmp_seq=21 ttl=64 time=0.769 ms
64 bytes from 10.10.0.10: icmp_seq=22 ttl=64 time=0.895 ms
64 bytes from 10.10.0.10: icmp_seq=24 ttl=64 time=3.25 ms
64 bytes from 10.10.0.10: icmp_seq=25 ttl=64 time=2.57 ms
64 bytes from 10.10.0.10: icmp_seq=26 ttl=64 time=0.795 ms
64 bytes from 10.10.0.10: icmp_seq=27 ttl=64 time=0.818 ms
64 bytes from 10.10.0.10: icmp_seq=28 ttl=64 time=0.631 ms
64 bytes from 10.10.0.10: icmp_seq=29 ttl=64 time=1.31 ms
64 bytes from 10.10.0.10: icmp_seq=30 ttl=64 time=1.18 ms
64 bytes from 10.10.0.10: icmp_seq=31 ttl=64 time=0.468 ms
64 bytes from 10.10.0.10: icmp_seq=32 ttl=64 time=0.897 ms
64 bytes from 10.10.0.10: icmp_seq=33 ttl=64 time=1.31 ms
64 bytes from 10.10.0.10: icmp_seq=34 ttl=64 time=0.533 ms
64 bytes from 10.10.0.10: icmp_seq=35 ttl=64 time=0.906 ms
64 bytes from 10.10.0.10: icmp_seq=36 ttl=64 time=2.54 ms
64 bytes from 10.10.0.10: icmp_seq=37 ttl=64 time=1.39 ms
64 bytes from 10.10.0.10: icmp_seq=38 ttl=64 time=0.518 ms
