PING 10.10.0.10 (10.10.0.10) 56(84) bytes of data.
64 bytes from 10.10.0.10: icmp_seq=1 ttl=64 time=3.26 ms
64 bytes from 10.10.0.10: icmp_seq=2 ttl=64 time=0.661 ms
64 bytes from 10.10.0.10: icmp_seq=3 ttl=64 time=0.586 ms
64 bytes from 10.10.0.10: icmp_seq=4 ttl=64 time=0.747 ms
64 bytes from 10.10.0.10: icmp_seq=5 ttl=64 time=0.781 ms
64 bytes from 10.10.0.10: icmp_seq=6 ttl=64 time=0.471 ms
64 bytes from 10.10.0.10: icmp_seq=7 ttl=64 time=0.438 ms
64 bytes from 10.10.0.10: icmp_seq=8 ttl=64 time=0.990 ms
64 bytes from 10.10.0.10: icmp_seq=9 ttl=64 time=0.382 ms
64 bytes from 10.10.0.10: icmp_seq=10 ttl=64 time=1.49 ms
64 bytes from 10.10.0.10: icmp_seq=11 ttl=64 time=0.401 ms
64 bytes from 10.10.0.10: icmp_seq=12 ttl=64 time=6.00 ms
64 bytes from 10.10.0.10: icmp_seq=13 ttl=64 time=0.338 ms
64 bytes from 10.10.0.10: icmp_seq=14 ttl=64 time=0.963 ms
64 bytes from 10.10.0.10: icmp_seq=15 ttl=64 time=0.365 ms
64 bytes from 10.10.0.10: icmp_seq=16 ttl=64 time=0.786 ms
64 bytes from 10.10.0.10: icmp_seq=17 ttl=64 time=0.893 ms
64 bytes from 10.10.0.10: icmp_seq=18 ttl=64 time=0.312 ms
64 bytes from 10.10.0.10: icmp_seq=20 ttl=64 time=3.94 ms
64 bytes from 10.10.0.10: icmp_seq=21 ttl=64 time=1.04 ms
64 bytes from 10.10.0.10: icmp_seq=22 ttl=64 time=1.48 ms
64 bytes from 10.10.0.10: icmp_seq=23 ttl=64 time=1.28 ms
64 bytes from 10.10.0.10: icmp_seq=24 ttl=64 time=1.91 ms
64 bytes from 10.10.0.10: icmp_seq=25 ttl=64 time=1.02 ms
64 bytes from 10.10.0.10: icmp_seq=26 ttl=64 time=0.904 ms
64 bytes from 10.10.0.10: icmp_seq=27 ttl=64 time=0.834 ms
64 bytes from 10.10.0.10: icmp_seq=28 ttl=64 time=2.08 ms
64 bytes from 10.10.0.10: icmp_seq=29 ttl=64 time=0.935 ms
64 bytes from 10.10.0.10: icmp_seq=30 ttl=64 time=0.948 ms
64 bytes from 10.10.0.10: icmp_seq=31 ttl=64 time=0.884 ms
64 bytes from 10.10.0.10: icmp_seq=32 ttl=64 time=1.47 ms
64 bytes from 10.10.0.10: icmp_seq=33 ttl=64 time=1.26 ms
64 bytes from 10.10.0.10: icmp_seq=34 ttl=64 time=0.783 ms
64 bytes from 10.10.0.10: icmp_seq=35 ttl=64 time=1.29 ms
64 bytes from 10.10.0.10: icmp_seq=36 ttl=64 time=0.817 ms
64 bytes from 10.10.0.10: icmp_seq=37 ttl=64 time=0.516 ms
64 bytes from 10.10.0.10: icmp_seq=38 ttl=64 time=1.24 ms
64 bytes from 10.10.0.10: icmp_seq=39 ttl=64 time=0.447 ms
64 bytes from 10.10.0.10: icmp_seq=40 ttl=64 time=0.900 ms
64 bytes from 10.10.0.10: icmp_seq=41 ttl=64 time=1.31 ms
64 bytes from 10.10.0.10: icmp_seq=42 ttl=64 time=6.63 ms
64 bytes from 10.10.0.10: icmp_seq=43 ttl=64 time=0.942 ms
64 bytes from 10.10.0.10: icmp_seq=44 ttl=64 time=1.69 ms
64 bytes from 10.10.0.10: icmp_seq=45 ttl=64 time=1.26 ms
64 bytes from 10.10.0.10: icmp_seq=46 ttl=64 time=0.923 ms
64 bytes from 10.10.0.10: icmp_seq=47 ttl=64 time=5.34 ms
64 bytes from 10.10.0.10: icmp_seq=48 ttl=64 time=0.903 ms
64 bytes from 10.10.0.10: icmp_seq=49 ttl=64 time=0.524 ms
64 bytes from 10.10.0.10: icmp_seq=50 ttl=64 time=2.48 ms
64 bytes from 10.10.0.10: icmp_seq=51 ttl=64 time=1.35 ms
64 bytes from 10.10.0.10: icmp_seq=52 ttl=64 time=1.22 ms
64 bytes from 10.10.0.10: icmp_seq=53 ttl=64 time=1.13 ms
64 bytes from 10.10.0.10: icmp_seq=54 ttl=64 time=1.48 ms
64 bytes from 10.10.0.10: icmp_seq=55 ttl=64 time=1.33 ms
64 bytes from 10.10.0.10: icmp_seq=56 ttl=64 time=0.972 ms
64 bytes from 10.10.0.10: icmp_seq=57 ttl=64 time=1.29 ms
64 bytes from 10.10.0.10: icmp_seq=58 ttl=64 time=1.29 ms
64 bytes from 10.10.0.10: icmp_seq=59 ttl=64 time=0.961 ms
64 bytes from 10.10.0.10: icmp_seq=60 ttl=64 time=0.958 ms
64 bytes from 10.10.0.10: icmp_seq=61 ttl=64 time=0.997 ms
64 bytes from 10.10.0.10: icmp_seq=62 ttl=64 time=1.07 ms
64 bytes from 10.10.0.10: icmp_seq=63 ttl=64 time=1.16 ms
