PING 10.10.0.10 (10.10.0.10) 56(84) bytes of data.
64 bytes from 10.10.0.10: icmp_seq=3 ttl=63 time=12.3 ms
64 bytes from 10.10.0.10: icmp_seq=4 ttl=63 time=7.97 ms
From 10.10.0.5 icmp_seq=1 Destination Host Unreachable
From 10.10.0.5 icmp_seq=2 Destination Host Unreachable
64 bytes from 10.10.0.10: icmp_seq=5 ttl=62 time=7.97 ms
64 bytes from 10.10.0.10: icmp_seq=6 ttl=62 time=4.80 ms
64 bytes from 10.10.0.10: icmp_seq=7 ttl=63 time=1.39 ms
64 bytes from 10.10.0.10: icmp_seq=8 ttl=63 time=3.82 ms
64 bytes from 10.10.0.10: icmp_seq=9 ttl=63 time=2.68 ms
64 bytes from 10.10.0.10: icmp_seq=10 ttl=63 time=1.11 ms
64 bytes from 10.10.0.10: icmp_seq=11 ttl=63 time=2.63 ms
64 bytes from 10.10.0.10: icmp_seq=12 ttl=63 time=1.73 ms
64 bytes from 10.10.0.10: icmp_seq=13 ttl=63 time=3.32 ms
64 bytes from 10.10.0.10: icmp_seq=14 ttl=63 time=1.18 ms
64 bytes from 10.10.0.10: icmp_seq=15 ttl=63 time=1.26 ms
64 bytes from 10.10.0.10: icmp_seq=16 ttl=63 time=1.52 ms
64 bytes from 10.10.0.10: icmp_seq=17 ttl=62 time=3.74 ms
64 bytes from 10.10.0.10: icmp_seq=18 ttl=62 time=2.52 ms
64 bytes from 10.10.0.10: icmp_seq=19 ttl=63 time=1.43 ms
64 bytes from 10.10.0.10: icmp_seq=20 ttl=63 time=1.43 ms
64 bytes from 10.10.0.10: icmp_seq=21 ttl=63 time=1.31 ms
64 bytes from 10.10.0.10: icmp_seq=23 ttl=63 time=1.06 ms
64 bytes from 10.10.0.10: icmp_seq=24 ttl=63 time=1.30 ms
64 bytes from 10.10.0.10: icmp_seq=25 ttl=63 time=0.933 ms
64 bytes from 10.10.0.10: icmp_seq=26 ttl=63 time=8.23 ms
64 bytes from 10.10.0.10: icmp_seq=27 ttl=63 time=1.07 ms
64 bytes from 10.10.0.10: icmp_seq=28 ttl=63 time=0.779 ms
64 bytes from 10.10.0.10: icmp_seq=29 ttl=63 time=1.22 ms
64 bytes from 10.10.0.10: icmp_seq=30 ttl=63 time=0.924 ms
64 bytes from 10.10.0.10: icmp_seq=31 ttl=63 time=1.21 ms
64 bytes from 10.10.0.10: icmp_seq=32 ttl=63 time=0.979 ms
64 bytes from 10.10.0.10: icmp_seq=33 ttl=63 time=0.955 ms
64 bytes from 10.10.0.10: icmp_seq=34 ttl=63 time=1.46 ms
64 bytes from 10.10.0.10: icmp_seq=35 ttl=63 time=5.32 ms
64 bytes from 10.10.0.10: icmp_seq=36 ttl=63 time=1.03 ms
64 bytes from 10.10.0.10: icmp_seq=37 ttl=63 time=1.65 ms
64 bytes from 10.10.0.10: icmp_seq=38 ttl=63 time=1.13 ms
64 bytes from 10.10.0.10: icmp_seq=39 ttl=63 time=1.22 ms
64 bytes from 10.10.0.10: icmp_seq=40 ttl=63 time=0.991 ms
64 bytes from 10.10.0.10: icmp_seq=41 ttl=63 time=1.63 ms
64 bytes from 10.10.0.10: icmp_seq=42 ttl=63 time=0.975 ms
64 bytes from 10.10.0.10: icmp_seq=43 ttl=63 time=3.52 ms
64 bytes from 10.10.0.10: icmp_seq=44 ttl=63 time=6.33 ms
64 bytes from 10.10.0.10: icmp_seq=45 ttl=63 time=7.89 ms
64 bytes from 10.10.0.10: icmp_seq=46 ttl=63 time=1.25 ms
64 bytes from 10.10.0.10: icmp_seq=47 ttl=63 time=1.43 ms
64 bytes from 10.10.0.10: icmp_seq=48 ttl=63 time=1.43 ms
64 bytes from 10.10.0.10: icmp_seq=49 ttl=63 time=1.55 ms
64 bytes from 10.10.0.10: icmp_seq=50 ttl=63 time=1.12 ms
64 bytes from 10.10.0.10: icmp_seq=51 ttl=63 time=1.20 ms
64 bytes from 10.10.0.10: icmp_seq=52 ttl=63 time=1.30 ms
64 bytes from 10.10.0.10: icmp_seq=53 ttl=63 time=7.65 ms
64 bytes from 10.10.0.10: icmp_seq=54 ttl=63 time=6.63 ms
64 bytes from 10.10.0.10: icmp_seq=55 ttl=63 time=2.45 ms
64 bytes from 10.10.0.10: icmp_seq=57 ttl=63 time=3.45 ms
64 bytes from 10.10.0.10: icmp_seq=58 ttl=63 time=1.15 ms
64 bytes from 10.10.0.10: icmp_seq=59 ttl=63 time=2.32 ms
64 bytes from 10.10.0.10: icmp_seq=60 ttl=63 time=1.31 ms
64 bytes from 10.10.0.10: icmp_seq=61 ttl=63 time=1.60 ms
64 bytes from 10.10.0.10: icmp_seq=62 ttl=63 time=6.44 ms
64 bytes from 10.10.0.10: icmp_seq=63 ttl=63 time=1.99 ms
64 bytes from 10.10.0.10: icmp_seq=64 ttl=63 time=1.08 ms
64 bytes from 10.10.0.10: icmp_seq=65 ttl=63 time=1.60 ms
64 bytes from 10.10.0.10: icmp_seq=66 ttl=63 time=1.44 ms
64 bytes from 10.10.0.10: icmp_seq=67 ttl=63 time=1.77 ms
64 bytes from 10.10.0.10: icmp_seq=68 ttl=63 time=2.13 ms
64 bytes from 10.10.0.10: icmp_seq=69 ttl=63 time=1.72 ms
64 bytes from 10.10.0.10: icmp_seq=70 ttl=63 time=1.58 ms
64 bytes from 10.10.0.10: icmp_seq=71 ttl=63 time=4.71 ms
64 bytes from 10.10.0.10: icmp_seq=72 ttl=63 time=1.64 ms
64 bytes from 10.10.0.10: icmp_seq=73 ttl=63 time=1.62 ms
64 bytes from 10.10.0.10: icmp_seq=74 ttl=63 time=2.34 ms
64 bytes from 10.10.0.10: icmp_seq=75 ttl=63 time=1.74 ms
64 bytes from 10.10.0.10: icmp_seq=76 ttl=63 time=1.63 ms
64 bytes from 10.10.0.10: icmp_seq=77 ttl=63 time=1.82 ms
64 bytes from 10.10.0.10: icmp_seq=78 ttl=63 time=1.53 ms
64 bytes from 10.10.0.10: icmp_seq=88 ttl=63 time=0.952 ms
64 bytes from 10.10.0.10: icmp_seq=89 ttl=63 time=0.812 ms
64 bytes from 10.10.0.10: icmp_seq=90 ttl=63 time=1.37 ms
64 bytes from 10.10.0.10: icmp_seq=91 ttl=63 time=1.46 ms
64 bytes from 10.10.0.10: icmp_seq=92 ttl=63 time=0.847 ms
64 bytes from 10.10.0.10: icmp_seq=93 ttl=63 time=0.622 ms
64 bytes from 10.10.0.10: icmp_seq=94 ttl=63 time=0.859 ms
64 bytes from 10.10.0.10: icmp_seq=95 ttl=63 time=0.836 ms
64 bytes from 10.10.0.10: icmp_seq=96 ttl=63 time=1.06 ms
64 bytes from 10.10.0.10: icmp_seq=97 ttl=63 time=6.73 ms
64 bytes from 10.10.0.10: icmp_seq=98 ttl=63 time=0.742 ms
64 bytes from 10.10.0.10: icmp_seq=99 ttl=63 time=0.805 ms
64 bytes from 10.10.0.10: icmp_seq=100 ttl=63 time=0.827 ms
64 bytes from 10.10.0.10: icmp_seq=101 ttl=63 time=1.19 ms
64 bytes from 10.10.0.10: icmp_seq=102 ttl=63 time=1.05 ms
64 bytes from 10.10.0.10: icmp_seq=103 ttl=63 time=0.837 ms
64 bytes from 10.10.0.10: icmp_seq=104 ttl=63 time=1.19 ms
64 bytes from 10.10.0.10: icmp_seq=105 ttl=63 time=4.70 ms
64 bytes from 10.10.0.10: icmp_seq=106 ttl=63 time=0.810 ms
64 bytes from 10.10.0.10: icmp_seq=107 ttl=63 time=1.08 ms
64 bytes from 10.10.0.10: icmp_seq=108 ttl=63 time=0.738 ms
64 bytes from 10.10.0.10: icmp_seq=109 ttl=63 time=0.733 ms
64 bytes from 10.10.0.10: icmp_seq=110 ttl=63 time=0.778 ms
64 bytes from 10.10.0.10: icmp_seq=111 ttl=63 time=1.08 ms
64 bytes from 10.10.0.10: icmp_seq=112 ttl=64 time=3.30 ms
64 bytes from 10.10.0.10: icmp_seq=113 ttl=64 time=2.61 ms
64 bytes from 10.10.0.10: icmp_seq=114 ttl=64 time=2.00 ms
64 bytes from 10.10.0.10: icmp_seq=115 ttl=64 time=1.21 ms
64 bytes from 10.10.0.10: icmp_seq=116 ttl=64 time=0.603 ms
64 bytes from 10.10.0.10: icmp_seq=117 ttl=64 time=0.516 ms
64 bytes from 10.10.0.10: icmp_seq=118 ttl=64 time=0.966 ms
64 bytes from 10.10.0.10: icmp_seq=119 ttl=64 time=0.706 ms
64 bytes from 10.10.0.10: icmp_seq=120 ttl=64 time=1.18 ms
64 bytes from 10.10.0.10: icmp_seq=121 ttl=64 time=0.787 ms
64 bytes from 10.10.0.10: icmp_seq=122 ttl=64 time=0.573 ms
64 bytes from 10.10.0.10: icmp_seq=123 ttl=64 time=0.889 ms
64 bytes from 10.10.0.10: icmp_seq=124 ttl=64 time=0.932 ms
64 bytes from 10.10.0.10: icmp_seq=125 ttl=64 time=0.843 ms
64 bytes from 10.10.0.10: icmp_seq=126 ttl=64 time=0.848 ms
64 bytes from 10.10.0.10: icmp_seq=127 ttl=64 time=0.493 ms
64 bytes from 10.10.0.10: icmp_seq=128 ttl=64 time=0.488 ms
64 bytes from 10.10.0.10: icmp_seq=129 ttl=64 time=0.804 ms
64 bytes from 10.10.0.10: icmp_seq=130 ttl=64 time=1.02 ms
64 bytes from 10.10.0.10: icmp_seq=131 ttl=64 time=0.899 ms
64 bytes from 10.10.0.10: icmp_seq=132 ttl=64 time=0.744 ms
64 bytes from 10.10.0.10: icmp_seq=133 ttl=64 time=0.509 ms
64 bytes from 10.10.0.10: icmp_seq=134 ttl=64 time=0.577 ms
64 bytes from 10.10.0.10: icmp_seq=135 ttl=64 time=0.850 ms
64 bytes from 10.10.0.10: icmp_seq=136 ttl=64 time=0.857 ms
64 bytes from 10.10.0.10: icmp_seq=137 ttl=64 time=0.573 ms
64 bytes from 10.10.0.10: icmp_seq=155 ttl=63 time=5.09 ms
64 bytes from 10.10.0.10: icmp_seq=156 ttl=63 time=2.80 ms
64 bytes from 10.10.0.10: icmp_seq=157 ttl=63 time=3.09 ms
64 bytes from 10.10.0.10: icmp_seq=158 ttl=63 time=1.82 ms
64 bytes from 10.10.0.10: icmp_seq=159 ttl=63 time=2.15 ms
64 bytes from 10.10.0.10: icmp_seq=160 ttl=63 time=2.10 ms
64 bytes from 10.10.0.10: icmp_seq=161 ttl=63 time=2.17 ms
64 bytes from 10.10.0.10: icmp_seq=162 ttl=63 time=1.61 ms
64 bytes from 10.10.0.10: icmp_seq=163 ttl=63 time=2.01 ms
64 bytes from 10.10.0.10: icmp_seq=164 ttl=63 time=1.46 ms
64 bytes from 10.10.0.10: icmp_seq=165 ttl=63 time=2.24 ms
64 bytes from 10.10.0.10: icmp_seq=166 ttl=63 time=2.25 ms
64 bytes from 10.10.0.10: icmp_seq=167 ttl=63 time=2.68 ms
64 bytes from 10.10.0.10: icmp_seq=168 ttl=63 time=2.11 ms
64 bytes from 10.10.0.10: icmp_seq=169 ttl=63 time=1.96 ms
64 bytes from 10.10.0.10: icmp_seq=170 ttl=63 time=0.958 ms
64 bytes from 10.10.0.10: icmp_seq=171 ttl=63 time=2.12 ms
64 bytes from 10.10.0.10: icmp_seq=172 ttl=63 time=1.97 ms
64 bytes from 10.10.0.10: icmp_seq=173 ttl=63 time=2.31 ms
64 bytes from 10.10.0.10: icmp_seq=174 ttl=63 time=1.96 ms
64 bytes from 10.10.0.10: icmp_seq=175 ttl=63 time=1.95 ms
64 bytes from 10.10.0.10: icmp_seq=176 ttl=63 time=1.52 ms
64 bytes from 10.10.0.10: icmp_seq=177 ttl=63 time=8.96 ms
64 bytes from 10.10.0.10: icmp_seq=178 ttl=63 time=2.00 ms
64 bytes from 10.10.0.10: icmp_seq=179 ttl=63 time=2.14 ms
64 bytes from 10.10.0.10: icmp_seq=180 ttl=63 time=1.74 ms
64 bytes from 10.10.0.10: icmp_seq=181 ttl=63 time=1.86 ms
64 bytes from 10.10.0.10: icmp_seq=182 ttl=63 time=2.21 ms
64 bytes from 10.10.0.10: icmp_seq=183 ttl=63 time=2.56 ms
64 bytes from 10.10.0.10: icmp_seq=184 ttl=63 time=2.35 ms
64 bytes from 10.10.0.10: icmp_seq=185 ttl=63 time=1.98 ms
64 bytes from 10.10.0.10: icmp_seq=186 ttl=63 time=1.47 ms
64 bytes from 10.10.0.10: icmp_seq=187 ttl=63 time=1.82 ms
64 bytes from 10.10.0.10: icmp_seq=188 ttl=63 time=2.74 ms
64 bytes from 10.10.0.10: icmp_seq=189 ttl=63 time=3.07 ms
64 bytes from 10.10.0.10: icmp_seq=190 ttl=63 time=1.65 ms
64 bytes from 10.10.0.10: icmp_seq=191 ttl=63 time=2.10 ms
64 bytes from 10.10.0.10: icmp_seq=192 ttl=63 time=1.67 ms
64 bytes from 10.10.0.10: icmp_seq=193 ttl=63 time=1.48 ms
64 bytes from 10.10.0.10: icmp_seq=194 ttl=63 time=1.73 ms
64 bytes from 10.10.0.10: icmp_seq=195 ttl=63 time=9.03 ms
64 bytes from 10.10.0.10: icmp_seq=196 ttl=63 time=1.92 ms
64 bytes from 10.10.0.10: icmp_seq=197 ttl=63 time=1.81 ms
From 10.10.0.5 icmp_seq=206 Destination Host Unreachable
From 10.10.0.5 icmp_seq=210 Destination Host Unreachable
From 10.10.0.5 icmp_seq=211 Destination Host Unreachable
From 10.10.0.5 icmp_seq=212 Destination Host Unreachable
From 10.10.0.5 icmp_seq=213 Destination Host Unreachable
From 10.10.0.5 icmp_seq=214 Destination Host Unreachable
64 bytes from 10.10.0.10: icmp_seq=218 ttl=62 time=6.02 ms
64 bytes from 10.10.0.10: icmp_seq=219 ttl=64 time=2.85 ms
64 bytes from 10.10.0.10: icmp_seq=220 ttl=64 time=0.735 ms
64 bytes from 10.10.0.10: icmp_seq=221 ttl=64 time=1.96 ms
64 bytes from 10.10.0.10: icmp_seq=222 ttl=64 time=1.16 ms
64 bytes from 10.10.0.10: icmp_seq=223 ttl=64 time=1.45 ms
64 bytes from 10.10.0.10: icmp_seq=224 ttl=64 time=1.79 ms
64 bytes from 10.10.0.10: icmp_seq=225 ttl=64 time=1.55 ms
64 bytes from 10.10.0.10: icmp_seq=226 ttl=64 time=1.19 ms
64 bytes from 10.10.0.10: icmp_seq=227 ttl=64 time=0.982 ms
64 bytes from 10.10.0.10: icmp_seq=228 ttl=64 time=0.539 ms
64 bytes from 10.10.0.10: icmp_seq=229 ttl=64 time=2.30 ms
64 bytes from 10.10.0.10: icmp_seq=230 ttl=64 time=4.78 ms
64 bytes from 10.10.0.10: icmp_seq=231 ttl=64 time=2.27 ms
64 bytes from 10.10.0.10: icmp_seq=232 ttl=64 time=1.16 ms
64 bytes from 10.10.0.10: icmp_seq=233 ttl=64 time=0.950 ms
64 bytes from 10.10.0.10: icmp_seq=234 ttl=64 time=0.466 ms
64 bytes from 10.10.0.10: icmp_seq=235 ttl=64 time=1.41 ms
64 bytes from 10.10.0.10: icmp_seq=236 ttl=64 time=1.29 ms
64 bytes from 10.10.0.10: icmp_seq=237 ttl=64 time=1.52 ms
64 bytes from 10.10.0.10: icmp_seq=238 ttl=64 time=1.24 ms
64 bytes from 10.10.0.10: icmp_seq=239 ttl=64 time=1.32 ms
64 bytes from 10.10.0.10: icmp_seq=240 ttl=64 time=0.611 ms
64 bytes from 10.10.0.10: icmp_seq=241 ttl=64 time=1.47 ms
64 bytes from 10.10.0.10: icmp_seq=242 ttl=64 time=1.23 ms
64 bytes from 10.10.0.10: icmp_seq=243 ttl=64 time=1.38 ms
64 bytes from 10.10.0.10: icmp_seq=244 ttl=64 time=1.29 ms
64 bytes from 10.10.0.10: icmp_seq=245 ttl=64 time=1.39 ms
64 bytes from 10.10.0.10: icmp_seq=246 ttl=64 time=0.860 ms
64 bytes from 10.10.0.10: icmp_seq=247 ttl=64 time=1.39 ms
64 bytes from 10.10.0.10: icmp_seq=248 ttl=64 time=1.08 ms
64 bytes from 10.10.0.10: icmp_seq=249 ttl=64 time=1.34 ms
64 bytes from 10.10.0.10: icmp_seq=250 ttl=64 time=2.06 ms
64 bytes from 10.10.0.10: icmp_seq=251 ttl=64 time=0.517 ms
64 bytes from 10.10.0.10: icmp_seq=252 ttl=64 time=1.03 ms
64 bytes from 10.10.0.10: icmp_seq=253 ttl=64 time=2.54 ms
64 bytes from 10.10.0.10: icmp_seq=254 ttl=64 time=1.25 ms
