PING 10.10.0.10 (10.10.0.10) 56(84) bytes of data.
64 bytes from 10.10.0.10: icmp_seq=1 ttl=64 time=2.10 ms
64 bytes from 10.10.0.10: icmp_seq=2 ttl=64 time=0.497 ms
64 bytes from 10.10.0.10: icmp_seq=3 ttl=64 time=0.681 ms
64 bytes from 10.10.0.10: icmp_seq=4 ttl=64 time=0.731 ms
64 bytes from 10.10.0.10: icmp_seq=5 ttl=64 time=0.799 ms
64 bytes from 10.10.0.10: icmp_seq=6 ttl=64 time=0.490 ms
64 bytes from 10.10.0.10: icmp_seq=7 ttl=64 time=0.684 ms
64 bytes from 10.10.0.10: icmp_seq=8 ttl=64 time=0.635 ms
64 bytes from 10.10.0.10: icmp_seq=9 ttl=64 time=0.782 ms
64 bytes from 10.10.0.10: icmp_seq=10 ttl=64 time=0.830 ms
64 bytes from 10.10.0.10: icmp_seq=11 ttl=64 time=0.407 ms
64 bytes from 10.10.0.10: icmp_seq=12 ttl=64 time=1.17 ms
64 bytes from 10.10.0.10: icmp_seq=13 ttl=64 time=0.891 ms
64 bytes from 10.10.0.10: icmp_seq=14 ttl=64 time=1.03 ms
64 bytes from 10.10.0.10: icmp_seq=15 ttl=64 time=0.698 ms
64 bytes from 10.10.0.10: icmp_seq=16 ttl=64 time=0.478 ms
64 bytes from 10.10.0.10: icmp_seq=17 ttl=64 time=0.411 ms
64 bytes from 10.10.0.10: icmp_seq=18 ttl=64 time=0.390 ms
64 bytes from 10.10.0.10: icmp_seq=19 ttl=64 time=0.755 ms
64 bytes from 10.10.0.10: icmp_seq=23 ttl=64 time=4.08 ms
64 bytes from 10.10.0.10: icmp_seq=24 ttl=64 time=2.31 ms
64 bytes from 10.10.0.10: icmp_seq=25 ttl=64 time=3.46 ms
64 bytes from 10.10.0.10: icmp_seq=26 ttl=64 time=0.998 ms
64 bytes from 10.10.0.10: icmp_seq=27 ttl=64 time=1.18 ms
64 bytes from 10.10.0.10: icmp_seq=28 ttl=64 time=1.35 ms
64 bytes from 10.10.0.10: icmp_seq=29 ttl=64 time=1.24 ms
64 bytes from 10.10.0.10: icmp_seq=30 ttl=64 time=2.77 ms
64 bytes from 10.10.0.10: icmp_seq=31 ttl=64 time=1.14 ms
